,RunId,iteration,Step,number_agents,width,height,toroidal,seed,Cohesion
128,0,0,128,100,256,256,True,0,12.80929292929293
129,0,0,129,100,256,256,True,0,12.907676767676767
130,0,0,130,100,256,256,True,0,13.053333333333333
131,0,0,131,100,256,256,True,0,13.204242424242425
132,0,0,132,100,256,256,True,0,13.32020202020202
133,0,0,133,100,256,256,True,0,13.302828282828283
134,0,0,134,100,256,256,True,0,13.128282828282828
135,0,0,135,100,256,256,True,0,13.164646464646465
136,0,0,136,100,256,256,True,0,13.283232323232323
137,0,0,137,100,256,256,True,0,13.306868686868686
138,0,0,138,100,256,256,True,0,13.236969696969696
139,0,0,139,100,256,256,True,0,13.132121212121213
140,0,0,140,100,256,256,True,0,13.073333333333334
141,0,0,141,100,256,256,True,0,13.0210101010101
142,0,0,142,100,256,256,True,0,12.99030303030303
143,0,0,143,100,256,256,True,0,12.897979797979797
144,0,0,144,100,256,256,True,0,12.611919191919192
145,0,0,145,100,256,256,True,0,12.496767676767677
146,0,0,146,100,256,256,True,0,12.444242424242423
147,0,0,147,100,256,256,True,0,12.297171717171716
148,0,0,148,100,256,256,True,0,12.06080808080808
149,0,0,149,100,256,256,True,0,11.895353535353536
150,0,0,150,100,256,256,True,0,11.791313131313132
151,0,0,151,100,256,256,True,0,11.683030303030304
152,0,0,152,100,256,256,True,0,11.62989898989899
153,0,0,153,100,256,256,True,0,11.525656565656565
154,0,0,154,100,256,256,True,0,11.206464646464646
155,0,0,155,100,256,256,True,0,10.917777777777777
156,0,0,156,100,256,256,True,0,10.580808080808081
157,0,0,157,100,256,256,True,0,10.442828282828282
158,0,0,158,100,256,256,True,0,10.29919191919192
159,0,0,159,100,256,256,True,0,10.16040404040404
160,0,0,160,100,256,256,True,0,9.947474747474747
161,0,0,161,100,256,256,True,0,9.715555555555556
162,0,0,162,100,256,256,True,0,9.491313131313131
163,0,0,163,100,256,256,True,0,9.465050505050504
164,0,0,164,100,256,256,True,0,9.474747474747474
165,0,0,165,100,256,256,True,0,9.408888888888889
166,0,0,166,100,256,256,True,0,9.433535353535353
167,0,0,167,100,256,256,True,0,9.392525252525253
168,0,0,168,100,256,256,True,0,9.5
169,0,0,169,100,256,256,True,0,9.597575757575758
170,0,0,170,100,256,256,True,0,9.645050505050506
171,0,0,171,100,256,256,True,0,9.752121212121212
172,0,0,172,100,256,256,True,0,9.8410101010101
173,0,0,173,100,256,256,True,0,10.083434343434343
174,0,0,174,100,256,256,True,0,10.205656565656566
175,0,0,175,100,256,256,True,0,10.361616161616162
176,0,0,176,100,256,256,True,0,10.37979797979798
177,0,0,177,100,256,256,True,0,10.40020202020202
178,0,0,178,100,256,256,True,0,10.367474747474747
179,0,0,179,100,256,256,True,0,10.244848484848484
180,0,0,180,100,256,256,True,0,10.241212121212122
181,0,0,181,100,256,256,True,0,10.247878787878788
182,0,0,182,100,256,256,True,0,10.141414141414142
183,0,0,183,100,256,256,True,0,9.908282828282829
184,0,0,184,100,256,256,True,0,9.843636363636364
185,0,0,185,100,256,256,True,0,9.781010101010102
186,0,0,186,100,256,256,True,0,9.69939393939394
187,0,0,187,100,256,256,True,0,9.674343434343434
188,0,0,188,100,256,256,True,0,9.642424242424243
189,0,0,189,100,256,256,True,0,9.75070707070707
190,0,0,190,100,256,256,True,0,9.80060606060606
191,0,0,191,100,256,256,True,0,9.832727272727272
192,0,0,192,100,256,256,True,0,9.967272727272727
193,0,0,193,100,256,256,True,0,10.102020202020203
194,0,0,194,100,256,256,True,0,10.241818181818182
195,0,0,195,100,256,256,True,0,10.183232323232323
196,0,0,196,100,256,256,True,0,10.116161616161616
197,0,0,197,100,256,256,True,0,10.151515151515152
198,0,0,198,100,256,256,True,0,10.125858585858586
199,0,0,199,100,256,256,True,0,10.015959595959597
200,0,0,200,100,256,256,True,0,9.80828282828283
201,0,0,201,100,256,256,True,0,9.732323232323232
202,0,0,202,100,256,256,True,0,9.624040404040404
203,0,0,203,100,256,256,True,0,9.731313131313131
204,0,0,204,100,256,256,True,0,9.714949494949495
205,0,0,205,100,256,256,True,0,9.725656565656566
206,0,0,206,100,256,256,True,0,9.823030303030302
207,0,0,207,100,256,256,True,0,9.851717171717171
208,0,0,208,100,256,256,True,0,9.936767676767676
209,0,0,209,100,256,256,True,0,9.953535353535354
210,0,0,210,100,256,256,True,0,9.96929292929293
211,0,0,211,100,256,256,True,0,10.01939393939394
212,0,0,212,100,256,256,True,0,9.98868686868687
213,0,0,213,100,256,256,True,0,9.935757575757576
214,0,0,214,100,256,256,True,0,9.996969696969696
215,0,0,215,100,256,256,True,0,9.995353535353535
216,0,0,216,100,256,256,True,0,10.001818181818182
217,0,0,217,100,256,256,True,0,10.035959595959596
218,0,0,218,100,256,256,True,0,9.942020202020203
219,0,0,219,100,256,256,True,0,9.888080808080808
220,0,0,220,100,256,256,True,0,9.730707070707071
221,0,0,221,100,256,256,True,0,9.658787878787878
222,0,0,222,100,256,256,True,0,9.601414141414141
223,0,0,223,100,256,256,True,0,9.554343434343433
224,0,0,224,100,256,256,True,0,9.537171717171717
225,0,0,225,100,256,256,True,0,9.484444444444444
226,0,0,226,100,256,256,True,0,9.541010101010102
227,0,0,227,100,256,256,True,0,9.679595959595959
228,0,0,228,100,256,256,True,0,9.639393939393939
229,0,0,229,100,256,256,True,0,9.80080808080808
230,0,0,230,100,256,256,True,0,9.83010101010101
231,0,0,231,100,256,256,True,0,9.999191919191919
232,0,0,232,100,256,256,True,0,10.124242424242425
233,0,0,233,100,256,256,True,0,10.0789898989899
234,0,0,234,100,256,256,True,0,10.155757575757576
235,0,0,235,100,256,256,True,0,10.181414141414141
236,0,0,236,100,256,256,True,0,10.185252525252526
237,0,0,237,100,256,256,True,0,10.137777777777778
238,0,0,238,100,256,256,True,0,10.240808080808081
239,0,0,239,100,256,256,True,0,10.663838383838383
240,0,0,240,100,256,256,True,0,10.818181818181818
241,0,0,241,100,256,256,True,0,10.963030303030303
242,0,0,242,100,256,256,True,0,10.843232323232323
243,0,0,243,100,256,256,True,0,10.776969696969697
244,0,0,244,100,256,256,True,0,10.636767676767677
245,0,0,245,100,256,256,True,0,10.46929292929293
246,0,0,246,100,256,256,True,0,10.61030303030303
247,0,0,247,100,256,256,True,0,10.715757575757575
248,0,0,248,100,256,256,True,0,10.81010101010101
249,0,0,249,100,256,256,True,0,10.794545454545455
250,0,0,250,100,256,256,True,0,10.818383838383838
251,0,0,251,100,256,256,True,0,11.085454545454546
252,0,0,252,100,256,256,True,0,11.33030303030303
253,0,0,253,100,256,256,True,0,11.525454545454545
254,0,0,254,100,256,256,True,0,11.734343434343435
255,0,0,255,100,256,256,True,0,11.76909090909091
256,0,0,256,100,256,256,True,0,11.87919191919192
257,0,0,257,100,256,256,True,0,12.046666666666667
258,0,0,258,100,256,256,True,0,12.240808080808081
259,0,0,259,100,256,256,True,0,12.302424242424243
260,0,0,260,100,256,256,True,0,12.292323232323232
261,0,0,261,100,256,256,True,0,12.246262626262626
262,0,0,262,100,256,256,True,0,12.20989898989899
263,0,0,263,100,256,256,True,0,11.994343434343435
264,0,0,264,100,256,256,True,0,11.700606060606061
265,0,0,265,100,256,256,True,0,11.497575757575758
266,0,0,266,100,256,256,True,0,11.454343434343434
267,0,0,267,100,256,256,True,0,11.43131313131313
268,0,0,268,100,256,256,True,0,11.430909090909092
269,0,0,269,100,256,256,True,0,11.363232323232323
270,0,0,270,100,256,256,True,0,11.205454545454545
271,0,0,271,100,256,256,True,0,11.041616161616162
272,0,0,272,100,256,256,True,0,10.814545454545454
273,0,0,273,100,256,256,True,0,10.644444444444444
274,0,0,274,100,256,256,True,0,10.462828282828283
275,0,0,275,100,256,256,True,0,10.444444444444445
276,0,0,276,100,256,256,True,0,10.434141414141415
277,0,0,277,100,256,256,True,0,10.531717171717172
278,0,0,278,100,256,256,True,0,10.491717171717172
279,0,0,279,100,256,256,True,0,10.55030303030303
280,0,0,280,100,256,256,True,0,10.613333333333333
281,0,0,281,100,256,256,True,0,10.59030303030303
282,0,0,282,100,256,256,True,0,10.442424242424243
283,0,0,283,100,256,256,True,0,10.353131313131312
284,0,0,284,100,256,256,True,0,10.2
285,0,0,285,100,256,256,True,0,10.08161616161616
286,0,0,286,100,256,256,True,0,10.096767676767676
287,0,0,287,100,256,256,True,0,10.078181818181818
288,0,0,288,100,256,256,True,0,9.982222222222223
289,0,0,289,100,256,256,True,0,9.857979797979798
290,0,0,290,100,256,256,True,0,9.872525252525252
291,0,0,291,100,256,256,True,0,9.91959595959596
292,0,0,292,100,256,256,True,0,9.927676767676768
293,0,0,293,100,256,256,True,0,9.849898989898989
294,0,0,294,100,256,256,True,0,9.833737373737375
295,0,0,295,100,256,256,True,0,9.830505050505051
296,0,0,296,100,256,256,True,0,9.81030303030303
297,0,0,297,100,256,256,True,0,9.857373737373738
298,0,0,298,100,256,256,True,0,9.796969696969697
299,0,0,299,100,256,256,True,0,9.697777777777778
300,0,0,300,100,256,256,True,0,9.663636363636364
301,0,0,301,100,256,256,True,0,9.565858585858585
302,0,0,302,100,256,256,True,0,9.374343434343434
303,0,0,303,100,256,256,True,0,9.322626262626263
304,0,0,304,100,256,256,True,0,9.33010101010101
305,0,0,305,100,256,256,True,0,9.236969696969696
306,0,0,306,100,256,256,True,0,9.378989898989898
307,0,0,307,100,256,256,True,0,9.432121212121212
308,0,0,308,100,256,256,True,0,9.50969696969697
309,0,0,309,100,256,256,True,0,9.548282828282828
310,0,0,310,100,256,256,True,0,9.707878787878787
311,0,0,311,100,256,256,True,0,9.738787878787878
312,0,0,312,100,256,256,True,0,9.80929292929293
313,0,0,313,100,256,256,True,0,9.918787878787878
314,0,0,314,100,256,256,True,0,10.122424242424243
315,0,0,315,100,256,256,True,0,10.272525252525252
316,0,0,316,100,256,256,True,0,10.342828282828282
317,0,0,317,100,256,256,True,0,10.48
318,0,0,318,100,256,256,True,0,10.652929292929294
319,0,0,319,100,256,256,True,0,10.962020202020202
320,0,0,320,100,256,256,True,0,11.176363636363636
321,0,0,321,100,256,256,True,0,11.340808080808081
322,0,0,322,100,256,256,True,0,11.406060606060606
323,0,0,323,100,256,256,True,0,11.341616161616162
324,0,0,324,100,256,256,True,0,11.215151515151515
325,0,0,325,100,256,256,True,0,11.222020202020202
326,0,0,326,100,256,256,True,0,11.385252525252525
327,0,0,327,100,256,256,True,0,11.58989898989899
328,0,0,328,100,256,256,True,0,11.655353535353536
329,0,0,329,100,256,256,True,0,11.74969696969697
330,0,0,330,100,256,256,True,0,11.83010101010101
331,0,0,331,100,256,256,True,0,11.853535353535353
332,0,0,332,100,256,256,True,0,11.558181818181819
333,0,0,333,100,256,256,True,0,11.347474747474747
334,0,0,334,100,256,256,True,0,11.262222222222222
335,0,0,335,100,256,256,True,0,11.22080808080808
336,0,0,336,100,256,256,True,0,11.286666666666667
337,0,0,337,100,256,256,True,0,11.393737373737373
338,0,0,338,100,256,256,True,0,11.376565656565656
339,0,0,339,100,256,256,True,0,11.364040404040404
340,0,0,340,100,256,256,True,0,11.258585858585858
341,0,0,341,100,256,256,True,0,11.365858585858586
342,0,0,342,100,256,256,True,0,11.545656565656566
343,0,0,343,100,256,256,True,0,11.61919191919192
344,0,0,344,100,256,256,True,0,11.69979797979798
345,0,0,345,100,256,256,True,0,11.66020202020202
346,0,0,346,100,256,256,True,0,11.710707070707072
347,0,0,347,100,256,256,True,0,11.822222222222223
348,0,0,348,100,256,256,True,0,11.98121212121212
349,0,0,349,100,256,256,True,0,12.244646464646465
350,0,0,350,100,256,256,True,0,12.513333333333334
351,0,0,351,100,256,256,True,0,12.873939393939393
352,0,0,352,100,256,256,True,0,13.151717171717172
353,0,0,353,100,256,256,True,0,13.38989898989899
354,0,0,354,100,256,256,True,0,13.492525252525253
355,0,0,355,100,256,256,True,0,13.608080808080809
356,0,0,356,100,256,256,True,0,13.617373737373738
357,0,0,357,100,256,256,True,0,13.654141414141414
358,0,0,358,100,256,256,True,0,13.64929292929293
359,0,0,359,100,256,256,True,0,13.760202020202021
360,0,0,360,100,256,256,True,0,13.838181818181818
361,0,0,361,100,256,256,True,0,13.865252525252526
362,0,0,362,100,256,256,True,0,13.795757575757575
363,0,0,363,100,256,256,True,0,13.718181818181819
364,0,0,364,100,256,256,True,0,13.602424242424242
365,0,0,365,100,256,256,True,0,13.645656565656566
366,0,0,366,100,256,256,True,0,13.535353535353535
367,0,0,367,100,256,256,True,0,13.425858585858586
368,0,0,368,100,256,256,True,0,13.185656565656565
369,0,0,369,100,256,256,True,0,12.903838383838384
370,0,0,370,100,256,256,True,0,12.735555555555555
371,0,0,371,100,256,256,True,0,12.562828282828283
372,0,0,372,100,256,256,True,0,12.484242424242424
373,0,0,373,100,256,256,True,0,12.334747474747475
374,0,0,374,100,256,256,True,0,12.290909090909091
375,0,0,375,100,256,256,True,0,12.205050505050504
376,0,0,376,100,256,256,True,0,12.203232323232323
377,0,0,377,100,256,256,True,0,12.361212121212121
378,0,0,378,100,256,256,True,0,12.487474747474748
379,0,0,379,100,256,256,True,0,12.765858585858586
380,0,0,380,100,256,256,True,0,12.945454545454545
381,0,0,381,100,256,256,True,0,13.115757575757575
382,0,0,382,100,256,256,True,0,13.436363636363636
383,0,0,383,100,256,256,True,0,13.516363636363636
384,0,0,384,100,256,256,True,0,13.451515151515151
385,0,0,385,100,256,256,True,0,13.173333333333334
386,0,0,386,100,256,256,True,0,13.08161616161616
387,0,0,387,100,256,256,True,0,12.942828282828282
388,0,0,388,100,256,256,True,0,12.916363636363636
389,0,0,389,100,256,256,True,0,12.894343434343435
390,0,0,390,100,256,256,True,0,13.0210101010101
391,0,0,391,100,256,256,True,0,12.984646464646465
392,0,0,392,100,256,256,True,0,12.931111111111111
393,0,0,393,100,256,256,True,0,12.78141414141414
394,0,0,394,100,256,256,True,0,12.665454545454546
395,0,0,395,100,256,256,True,0,12.46080808080808
396,0,0,396,100,256,256,True,0,12.512121212121212
397,0,0,397,100,256,256,True,0,12.435757575757576
398,0,0,398,100,256,256,True,0,12.49050505050505
399,0,0,399,100,256,256,True,0,12.437171717171717
400,0,0,400,100,256,256,True,0,12.463232323232324
401,0,0,401,100,256,256,True,0,12.553131313131313
402,0,0,402,100,256,256,True,0,12.61010101010101
403,0,0,403,100,256,256,True,0,12.615555555555556
404,0,0,404,100,256,256,True,0,12.894343434343435
405,0,0,405,100,256,256,True,0,13.207878787878787
406,0,0,406,100,256,256,True,0,13.518181818181818
407,0,0,407,100,256,256,True,0,13.681212121212122
408,0,0,408,100,256,256,True,0,13.726060606060607
409,0,0,409,100,256,256,True,0,13.766464646464646
410,0,0,410,100,256,256,True,0,13.806464646464647
411,0,0,411,100,256,256,True,0,13.777777777777779
412,0,0,412,100,256,256,True,0,13.93878787878788
413,0,0,413,100,256,256,True,0,14.058383838383838
414,0,0,414,100,256,256,True,0,14.164242424242424
415,0,0,415,100,256,256,True,0,14.140404040404041
416,0,0,416,100,256,256,True,0,14.235555555555555
417,0,0,417,100,256,256,True,0,14.292323232323232
418,0,0,418,100,256,256,True,0,14.284040404040404
419,0,0,419,100,256,256,True,0,14.351717171717171
420,0,0,420,100,256,256,True,0,14.433737373737374
421,0,0,421,100,256,256,True,0,14.31959595959596
422,0,0,422,100,256,256,True,0,14.071111111111112
423,0,0,423,100,256,256,True,0,14.131919191919192
424,0,0,424,100,256,256,True,0,14.077979797979799
425,0,0,425,100,256,256,True,0,13.950303030303031
426,0,0,426,100,256,256,True,0,13.963636363636363
427,0,0,427,100,256,256,True,0,14.03070707070707
428,0,0,428,100,256,256,True,0,14.127676767676768
429,0,0,429,100,256,256,True,0,14.25131313131313
430,0,0,430,100,256,256,True,0,14.371515151515151
431,0,0,431,100,256,256,True,0,14.411717171717171
432,0,0,432,100,256,256,True,0,14.508686868686869
433,0,0,433,100,256,256,True,0,14.56121212121212
434,0,0,434,100,256,256,True,0,14.537171717171717
435,0,0,435,100,256,256,True,0,14.406464646464647
436,0,0,436,100,256,256,True,0,14.182424242424242
437,0,0,437,100,256,256,True,0,14.143030303030303
438,0,0,438,100,256,256,True,0,14.058787878787879
439,0,0,439,100,256,256,True,0,13.936767676767676
440,0,0,440,100,256,256,True,0,13.906666666666666
441,0,0,441,100,256,256,True,0,13.683434343434344
442,0,0,442,100,256,256,True,0,13.492121212121212
443,0,0,443,100,256,256,True,0,13.338585858585859
444,0,0,444,100,256,256,True,0,13.397171717171718
445,0,0,445,100,256,256,True,0,13.3389898989899
446,0,0,446,100,256,256,True,0,13.236565656565656
447,0,0,447,100,256,256,True,0,13.125454545454545
448,0,0,448,100,256,256,True,0,12.944848484848485
449,0,0,449,100,256,256,True,0,12.796363636363637
450,0,0,450,100,256,256,True,0,12.575959595959596
451,0,0,451,100,256,256,True,0,12.416969696969696
452,0,0,452,100,256,256,True,0,12.288080808080808
453,0,0,453,100,256,256,True,0,12.122222222222222
454,0,0,454,100,256,256,True,0,11.82060606060606
455,0,0,455,100,256,256,True,0,11.696161616161616
456,0,0,456,100,256,256,True,0,11.768282828282828
457,0,0,457,100,256,256,True,0,11.516969696969698
458,0,0,458,100,256,256,True,0,11.397979797979797
459,0,0,459,100,256,256,True,0,11.272727272727273
460,0,0,460,100,256,256,True,0,11.404444444444444
461,0,0,461,100,256,256,True,0,11.518585858585858
462,0,0,462,100,256,256,True,0,11.56121212121212
463,0,0,463,100,256,256,True,0,11.538383838383838
464,0,0,464,100,256,256,True,0,11.475757575757576
465,0,0,465,100,256,256,True,0,11.363838383838385
466,0,0,466,100,256,256,True,0,11.11010101010101
467,0,0,467,100,256,256,True,0,10.887878787878789
468,0,0,468,100,256,256,True,0,10.738383838383838
469,0,0,469,100,256,256,True,0,10.572323232323232
470,0,0,470,100,256,256,True,0,10.320808080808082
471,0,0,471,100,256,256,True,0,10.125656565656566
472,0,0,472,100,256,256,True,0,9.996969696969696
473,0,0,473,100,256,256,True,0,9.928282828282828
474,0,0,474,100,256,256,True,0,9.78949494949495
475,0,0,475,100,256,256,True,0,9.69979797979798
476,0,0,476,100,256,256,True,0,9.585656565656565
477,0,0,477,100,256,256,True,0,9.606666666666667
478,0,0,478,100,256,256,True,0,9.580808080808081
479,0,0,479,100,256,256,True,0,9.58
480,0,0,480,100,256,256,True,0,9.527070707070708
481,0,0,481,100,256,256,True,0,9.566868686868688
482,0,0,482,100,256,256,True,0,9.74989898989899
483,0,0,483,100,256,256,True,0,10.057777777777778
484,0,0,484,100,256,256,True,0,10.220404040404041
485,0,0,485,100,256,256,True,0,10.331515151515152
486,0,0,486,100,256,256,True,0,10.621818181818181
487,0,0,487,100,256,256,True,0,10.828080808080808
488,0,0,488,100,256,256,True,0,10.863636363636363
489,0,0,489,100,256,256,True,0,11.016767676767676
490,0,0,490,100,256,256,True,0,11.019191919191918
491,0,0,491,100,256,256,True,0,11.06868686868687
492,0,0,492,100,256,256,True,0,11.09070707070707
493,0,0,493,100,256,256,True,0,11.362020202020203
494,0,0,494,100,256,256,True,0,11.546868686868686
495,0,0,495,100,256,256,True,0,11.817373737373737
496,0,0,496,100,256,256,True,0,11.993939393939394
497,0,0,497,100,256,256,True,0,12.313737373737373
498,0,0,498,100,256,256,True,0,12.347474747474747
499,0,0,499,100,256,256,True,0,12.357373737373738
